name	n_hab_planets	n_stars	n_planets	discovery_method	temperature	metalicity	radius	period	declination	eccentricity	
Kepler-227	0	1	2	transit	None	None	0.27704	54.418694	+48 08 29	None	
Kepler-228	0	1	3	transit	None	None	0.36817	11.094286	+48 13 28	None	
Kepler-228	0	1	3	transit	None	None	0.24605	4.134444	+48 13 28	None	
Kepler-228	0	1	3	transit	None	None	0.13943	2.566546	+48 13 28	None	
Kepler-229	0	1	3	transit	None	None	0.44836	16.068638	+48 22 32	None	
Kepler-229	0	1	3	transit	None	None	0.35085	41.194912	+48 22 32	None	
Kepler-229	0	1	3	transit	None	None	0.20049	6.252972	+48 22 32	None	
Kepler-22	1	1	1	transit	249.6	None	0.21689	290	+47 53 04	None	
Kepler-230	0	1	2	transit	None	None	0.38822	32.625555	+48 30 21	None	
Kepler-230	0	1	2	transit	None	None	0.18591	91.773242	+48 30 21	None	
Kepler-231	0	1	2	transit	None	None	0.17588	19.271566	+50 31 54	None	
Kepler-231	0	1	2	transit	None	None	0.15766	10.065275	+50 31 54	None	
Kepler-232	0	1	2	transit	None	None	0.28068	4.431222	+51 07 18	None	
Kepler-232	0	1	2	transit	None	None	0.34903	11.379349	+51 07 18	None	
Kepler-233	0	1	2	transit	None	None	0.22145	8.472382	+51 19 10	None	
Kepler-233	0	1	2	transit	None	None	0.24696	60.418955	+51 19 10	None	
Kepler-234	0	1	2	transit	None	None	0.33718	2.711506	+38 29 40	None	
Kepler-234	0	1	2	transit	None	None	0.31987	7.212050	+38 29 40	None	
Kepler-235	1	1	4	transit	None	None	0.20322	3.340222	+39 16 41	None	
Kepler-235	1	1	4	transit	None	None	0.18682	20.060548	+39 16 41	None	
Kepler-235	1	1	4	transit	None	None	0.20231	46.183669	+39 16 41	None	
Kepler-235	1	1	4	transit	None	None	0.11665	7.824904	+39 16 41	None	
Kepler-236	0	1	2	transit	None	None	0.18226	23.968127	+39 53 53	None	
Kepler-236	0	1	2	transit	None	None	0.14307	8.295611	+39 53 53	None	
Kepler-237	0	1	2	transit	None	None	0.18955	8.103636	+40 25 18	None	
Kepler-237	0	1	2	transit	None	None	0.12849	4.715106	+40 25 18	None	
Kepler-238	0	1	5	transit	None	None	0.75274	23.653647	+40 38 16	None	
Kepler-238	0	1	5	transit	None	None	0.27977	13.233549	+40 38 16	None	
Kepler-238	0	1	5	transit	None	None	0.21780	6.155557	+40 38 16	None	
Kepler-238	0	1	5	transit	None	None	0.15766	2.090876	+40 38 16	None	
Kepler-238	0	1	5	transit	None	None	0.25152	50.444110	+40 38 16	None	
Kepler-239	0	1	2	transit	None	None	0.21233	11.763051	+40 39 48	None	
Kepler-239	0	1	2	transit	None	None	0.22874	56.228098	+40 39 48	None	
Kepler-23	0	1	3	transit	None	None	0.34447	10.742371	+49 28 45	None	
Kepler-23	0	1	3	transit	None	None	0.20049	15.274299	+49 28 45	None	
Kepler-23	0	1	3	transit	None	None	0.15401	7.107163	+49 28 45	None	
Kepler-240	0	1	2	transit	None	None	0.20049	7.953528	+40 45 00	None	
Kepler-240	0	1	2	transit	None	None	0.12485	4.144495	+40 45 00	None	
Kepler-241	0	1	2	transit	None	None	0.21233	12.718092	+41 03 39	None	
Kepler-241	0	1	2	transit	None	None	0.23420	36.065978	+41 03 39	None	
Kepler-242	0	1	2	transit	None	None	0.23785	8.203950	+41 48 30	None	
Kepler-242	0	1	2	transit	None	None	0.18226	14.496481	+41 48 30	None	
Kepler-243	0	1	2	transit	None	None	0.22327	5.715442	+42 02 02	None	
Kepler-243	0	1	2	transit	None	None	0.18135	20.026218	+42 02 02	None	
Kepler-244	0	1	3	transit	None	None	0.25152	4.311792	+42 18 04	None	
Kepler-244	0	1	3	transit	None	None	0.21051	20.050401	+42 18 04	None	
Kepler-244	0	1	3	transit	None	None	0.18682	9.767292	+42 18 04	None	
Kepler-245	0	1	3	transit	None	None	0.23420	7.490190	+42 26 10	None	
Kepler-245	0	1	3	transit	None	None	0.27612	36.277108	+42 26 10	None	
Kepler-245	0	1	3	transit	None	None	0.19866	17.460812	+42 26 10	None	
Kepler-246	0	1	2	transit	None	None	0.21324	4.601820	+42 39 48	None	
Kepler-246	0	1	2	transit	None	None	0.13670	11.187161	+42 39 48	None	
Kepler-247	0	1	3	transit	None	None	0.37272	9.439452	+43 02 21	None	
Kepler-247	0	1	3	transit	None	None	0.35905	20.477912	+43 02 21	None	
Kepler-247	0	1	3	transit	None	None	0.14945	3.336160	+43 02 21	None	
Kepler-248	0	1	2	transit	None	None	0.37090	16.239494	+43 34 52	None	
Kepler-248	0	1	2	transit	None	None	0.27521	6.308205	+43 34 52	None	
Kepler-249	0	1	3	transit	None	None	0.13761	7.113702	+43 39 30	None	
Kepler-249	0	1	3	transit	None	None	0.09933	3.306539	+43 39 30	None	
Kepler-249	0	1	3	transit	None	None	0.14307	15.368459	+43 39 30	None	
Kepler-24	0	1	4	transit	None	None	0.36179	12.333360	+38 20 37	None	
Kepler-24	0	1	4	transit	None	None	0.31258	8.145207	+38 20 37	None	
Kepler-24	0	1	4	transit	None	None	0.25334	18.998355	+38 20 37	None	
Kepler-24	0	1	4	transit	None	None	0.15219	4.244384	+38 20 37	None	
Kepler-250	0	1	3	transit	None	None	0.20778	7.156804	+44 08 31	None	
Kepler-250	0	1	3	transit	None	None	0.19866	17.648312	+44 08 31	None	
Kepler-250	0	1	3	transit	None	None	0.10298	4.148141	+44 08 31	None	
Kepler-251	0	1	4	transit	None	None	0.25243	16.514043	+44 06 21	None	
Kepler-251	0	1	4	transit	None	None	0.25243	30.133001	+44 06 21	None	
Kepler-251	0	1	4	transit	None	None	0.12120	4.790936	+44 06 21	None	
Kepler-251	0	1	4	transit	None	None	0.25243	99.640161	+44 06 21	None	
Kepler-252	0	1	2	transit	None	None	0.19593	10.848463	+44 32 45	None	
Kepler-252	0	1	2	transit	None	None	0.11209	6.668391	+44 32 45	None	
Kepler-253	0	1	3	transit	None	None	0.24150	10.281951	+44 51 29	None	
Kepler-253	0	1	3	transit	None	None	0.28888	18.119869	+44 51 29	None	
Kepler-253	0	1	3	transit	None	None	0.14854	3.783986	+44 51 29	None	
Kepler-254	0	1	3	transit	None	None	0.35267	5.826662	+45 48 59	None	
Kepler-254	0	1	3	transit	None	None	0.19593	12.412183	+45 48 59	None	
Kepler-254	0	1	3	transit	None	None	0.22783	18.746477	+45 48 59	None	
Kepler-255	0	1	2	transit	None	None	0.27248	9.946047	+45 58 36	None	
Kepler-255	0	1	2	transit	None	None	0.14125	5.714606	+45 58 36	None	
Kepler-256	0	1	4	transit	None	None	0.19593	3.388020	+46 05 50	None	
Kepler-256	0	1	4	transit	None	None	0.22600	5.839172	+46 05 50	None	
Kepler-256	0	1	4	transit	None	None	0.14490	1.620493	+46 05 50	None	
Kepler-256	0	1	4	transit	None	None	0.21416	10.681572	+46 05 50	None	
Kepler-257	0	1	3	transit	None	None	0.49301	6.581484	+46 01 23	None	
Kepler-257	0	1	3	transit	None	None	0.23785	2.382667	+46 01 23	None	
Kepler-257	0	1	3	transit	None	None	0.45109	24.664551	+46 01 23	None	
Kepler-258	0	1	2	transit	None	None	0.36999	13.197220	+46 34 45	None	
Kepler-258	0	1	2	transit	None	None	0.32898	33.653079	+46 34 45	None	
Kepler-259	0	1	2	transit	None	None	0.25516	8.115317	+46 36 54	None	
Kepler-259	0	1	2	transit	None	None	0.24605	36.924931	+46 36 54	None	
Kepler-25	0	1	3	transit	1220.6	None	0.2369387	6.238	+38 20 37	None	
Kepler-25	0	1	3	transit	959.7	None	0.410086	12.72	+38 20 37	None	
Kepler-25	0	1	3	RV	None	None	None	123	+38 20 37	None	
Kepler-260	0	1	2	transit	None	None	0.18317	8.187399	+38 00 50	None	
Kepler-260	0	1	2	transit	None	None	0.15857	76.050178	+38 00 50	None	
Kepler-261	0	1	2	transit	None	None	0.19866	10.381227	+37 36 33	None	
Kepler-261	0	1	2	transit	None	None	0.18226	24.570858	+37 36 33	None	
Kepler-262	0	1	2	transit	None	None	0.14945	21.853722	+37 15 09	None	
Kepler-262	0	1	2	transit	None	None	0.12394	13.060855	+37 15 09	None	
Kepler-263	0	1	2	transit	None	None	0.24332	16.568087	+37 34 04	None	
Kepler-263	0	1	2	transit	None	None	0.22509	47.332773	+37 34 04	None	
Kepler-264	0	1	2	transit	None	None	0.30346	40.806231	+37 22 34	None	
Kepler-264	0	1	2	transit	None	None	0.25790	140.101261	+37 22 34	None	
Kepler-265	0	1	4	transit	None	None	0.23967	17.028937	+41 14 41	None	
Kepler-265	0	1	4	transit	None	None	0.16950	6.846262	+41 14 41	None	
Kepler-265	0	1	4	transit	None	None	0.23603	67.831024	+41 14 41	None	
Kepler-265	0	1	4	transit	None	None	0.22691	43.130617	+41 14 41	None	
Kepler-266	0	1	2	transit	None	None	0.22600	6.618330	+44 10 00	None	
Kepler-266	0	1	2	transit	None	None	0.35450	107.723601	+44 10 00	None	
Kepler-267	1	1	3	transit	None	None	0.18044	3.353728	+47 09 26	None	
Kepler-267	1	1	3	transit	None	None	0.19411	6.877450	+47 09 26	None	
Kepler-267	1	1	3	transit	None	None	0.20687	28.464515	+47 09 26	None	
Kepler-268	0	1	2	transit	None	None	0.23238	25.934138	+38 03 18	None	
Kepler-268	0	1	2	transit	None	None	0.30802	83.446393	+38 03 18	None	
Kepler-269	0	1	2	transit	None	None	0.22509	5.326718	+41 46 33	None	
Kepler-269	0	1	2	transit	None	None	0.15401	8.127899	+41 46 33	None	
Kepler-26	1	1	4	transit	None	None	0.26792	12.282972	+46 33 59	None	
Kepler-26	1	1	4	transit	None	None	0.26792	17.251204	+46 33 59	None	
Kepler-26	1	1	4	transit	None	None	0.09751	3.543919	+46 33 59	None	
Kepler-26	1	1	4	transit	None	None	0.21962	46.827915	+46 33 59	None	
Kepler-270	0	1	2	transit	None	None	0.18317	11.476094	+44 25 20	None	
Kepler-270	0	1	2	transit	None	None	0.16130	25.262887	+44 25 20	None	
Kepler-271	0	1	2	transit	None	None	0.08111	5.217738	+44 17 03	None	
Kepler-271	0	1	2	transit	None	None	0.09113	7.410935	+44 17 03	None	
Kepler-272	0	1	3	transit	None	None	0.16312	6.057342	+47 35 37	None	
Kepler-272	0	1	3	transit	None	None	0.20504	10.937304	+47 35 37	None	
Kepler-272	0	1	3	transit	None	None	0.13032	2.971353	+47 35 37	None	
Kepler-273	0	1	2	transit	None	None	0.13670	2.936532	+47 41 51	None	
Kepler-273	0	1	2	transit	None	None	0.18044	8.014927	+47 41 51	None	
Kepler-274	0	1	2	transit	None	None	0.14034	11.634788	+38 28 38	None	
Kepler-274	0	1	2	transit	None	None	0.16768	33.197861	+38 28 38	None	
Kepler-275	0	1	3	transit	None	None	0.30802	16.088134	+38 30 53	None	
Kepler-275	0	1	3	transit	None	None	0.21324	10.300682	+38 30 53	None	
Kepler-275	0	1	3	transit	None	None	0.30346	35.676062	+38 30 53	None	
Kepler-276	0	1	3	transit	None	None	0.30984	31.884362	+39 02 10	None	
Kepler-276	0	1	3	transit	None	None	0.26154	14.128410	+39 02 10	None	
Kepler-276	0	1	3	transit	None	None	0.25608	48.648869	+39 02 10	None	
Kepler-277	0	1	2	transit	None	None	0.26610	17.324	+39 04 37	None	
Kepler-277	0	1	2	transit	None	None	0.30620	33.006	+39 04 37	None	
Kepler-278	0	1	2	transit	None	None	0.37090	30.160546	+38 42 08	None	
Kepler-278	0	1	2	transit	None	None	0.32716	51.078775	+38 42 08	None	
Kepler-279	0	1	3	transit	None	None	0.48664	35.740844	+42 11 41	None	
Kepler-279	0	1	3	transit	None	None	0.32989	12.309681	+42 11 41	None	
Kepler-279	0	1	3	transit	None	None	0.45201	54.399606	+42 11 41	None	
Kepler-27	0	1	2	transit	532.4	None	0.364521	15.33	+41 05 09	None	
Kepler-27	0	1	2	transit	418.5	None	0.44653	31.33	+41 05 09	None	
Kepler-280	0	1	2	transit	None	None	0.13214	2.139542	+42 10 50	None	
Kepler-280	0	1	2	transit	None	None	0.18317	4.807091	+42 10 50	None	
Kepler-281	0	1	2	transit	None	None	0.48390	36.337373	+44 46 14	None	
Kepler-281	0	1	2	transit	None	None	0.25699	14.646008	+44 46 14	None	
Kepler-282	0	1	4	transit	None	None	0.20778	24.805787	+44 47 51	None	
Kepler-282	0	1	4	transit	None	None	0.23420	44.346937	+44 47 51	None	
Kepler-282	0	1	4	transit	None	None	0.09204	9.220524	+44 47 51	None	
Kepler-282	0	1	4	transit	None	None	0.10936	13.638723	+44 47 51	None	
Kepler-283	1	1	2	transit	None	None	0.19411	11.008151	+47 50 20	None	
Kepler-283	1	1	2	transit	None	None	0.16586	92.743711	+47 50 20	None	
Kepler-284	0	1	2	transit	None	None	0.20413	12.699149	+47 43 46	None	
Kepler-284	0	1	2	transit	None	None	0.23785	37.514456	+47 43 46	None	
Kepler-285	0	1	2	transit	None	None	0.12211	2.633867	+48 03 56	None	
Kepler-285	0	1	2	transit	None	None	0.10207	6.186676	+48 03 56	None	
Kepler-286	0	1	4	transit	None	None	0.11300	1.796302	+48 17 39	None	
Kepler-286	0	1	4	transit	None	None	0.12485	3.468095	+48 17 39	None	
Kepler-286	0	1	4	transit	None	None	0.12120	5.914323	+48 17 39	None	
Kepler-286	0	1	4	transit	None	None	0.16130	29.221289	+48 17 39	None	
Kepler-287	0	1	2	transit	None	None	0.29708	44.851896	+48 26 36	None	
Kepler-287	0	1	2	transit	None	None	0.21233	20.342199	+48 26 36	None	
Kepler-288	0	1	3	transit	None	None	0.25972	19.305772	+39 35 40	None	
Kepler-288	0	1	3	transit	None	None	0.15219	6.097326	+39 35 40	None	
Kepler-288	0	1	3	transit	None	None	0.24332	56.633742	+39 35 40	None	
Kepler-289	0	1	3	transit	None	None	0.192	34.5450	+42 52 58	None	
Kepler-289	0	1	3	transit	None	None	0.239	66.0634	+42 52 58	None	
Kepler-289	0	1	3	transit	None	None	1.034	125.8518	+42 52 58	None	
Kepler-28	0	1	2	transit	680.0	None	0.32806906	5.91	+42 25 45	None	
Kepler-28	0	1	2	transit	595.0	None	0.30984	8.98	+42 25 45	None	
Kepler-290	0	1	2	transit	None	None	0.24605	36.770310	+42 40 53	None	
Kepler-290	0	1	2	transit	None	None	0.20504	14.589347	+42 40 53	None	
Kepler-291	0	1	2	transit	None	None	0.19684	3.546511	+42 26 14	None	
Kepler-291	0	1	2	transit	None	None	0.17132	5.700786	+42 26 14	None	
Kepler-292	0	1	5	transit	None	None	0.21416	20.834237	+42 25 27	None	
Kepler-292	0	1	5	transit	None	None	0.20322	7.055679	+42 25 27	None	
Kepler-292	0	1	5	transit	None	None	0.24332	11.979010	+42 25 27	None	
Kepler-292	0	1	5	transit	None	None	0.13396	3.715335	+42 25 27	None	
Kepler-292	0	1	5	transit	None	None	0.12029	2.580827	+42 25 27	None	
Kepler-293	0	1	2	transit	None	None	0.27977	19.254196	+42 24 23	None	
Kepler-293	0	1	2	transit	None	None	0.34903	54.155743	+42 24 23	None	
Kepler-294	0	1	2	transit	None	None	0.24696	6.626400	+46 03 33	None	
Kepler-294	0	1	2	transit	None	None	0.16130	3.701212	+46 03 33	None	
Kepler-295	0	1	3	transit	None	None	0.11118	12.645164	+45 22 04	None	
Kepler-295	0	1	3	transit	None	None	0.10662	21.526258	+45 22 04	None	
Kepler-295	0	1	3	transit	None	None	0.12394	33.884054	+45 22 04	None	
Kepler-296	2	2	5	transit	None	None	0.178	5.8416366	+49 26 14.37		
Kepler-296	2	2	5	transit	None	None	0.186	19.850291	+49 26 14.37		
Kepler-296	2	2	5	transit	None	None	0.144	10.864384	+49 26 14.37		
Kepler-296	2	2	5	transit	None	None	0.161	63.33627	+49 26 14.37		
Kepler-296	2	2	5	transit	None	None	0.136	34.14211	+49 26 14.37		
Kepler-297	0	1	2	transit	None	None	0.26154	38.871826	+48 46 39	None	
Kepler-297	0	1	2	transit	None	None	0.59599	74.920137	+48 46 39	None	
Kepler-298	1	1	3	transit	None	None	0.17862	10.475464	+48 49 31	None	
Kepler-298	1	1	3	transit	None	None	0.17588	22.928810	+48 49 31	None	
Kepler-298	1	1	3	transit	None	None	0.22783	77.473633	+48 49 31	None	
Kepler-299	0	1	4	transit	None	None	0.24150	6.885875	+48 34 49	None	
Kepler-299	0	1	4	transit	None	None	0.16950	15.054786	+48 34 49	None	
Kepler-299	0	1	4	transit	None	None	0.12029	2.927128	+48 34 49	None	
Kepler-299	0	1	4	transit	None	None	0.17041	38.285489	+48 34 49	None	
Kepler-29	0	1	2	transit	828.0	None	0.328069	10.33	+47 29 28	None	
Kepler-29	0	1	2	transit	749.0	None	0.26427	13.2907	+47 29 28	None	
Kepler-300	0	1	2	transit	None	None	0.20504	40.714955	+48 35 58	None	
Kepler-300	0	1	2	transit	None	None	0.15219	10.446347	+48 35 58	None	
Kepler-301	0	1	3	transit	None	None	0.12303	2.508553	+49 13 58	None	
Kepler-301	0	1	3	transit	None	None	0.15948	13.751243	+49 13 58	None	
Kepler-301	0	1	3	transit	None	None	0.12303	5.419026	+49 13 58	None	
Kepler-302	0	1	2	transit	None	None	1.13457	127.282184	+43 37 45	None	
Kepler-302	0	1	2	transit	None	None	0.36999	30.184104	+43 37 45	None	
Kepler-303	0	1	2	transit	None	None	0.08111	1.937055	+43 39 25	None	
Kepler-303	0	1	2	transit	None	None	0.10389	7.061149	+43 39 25	None	
Kepler-304	0	1	3	transit	None	None	0.26063	3.295709	+40 33 27	None	
Kepler-304	0	1	3	transit	None	None	0.25061	9.653471	+40 33 27	None	
Kepler-304	0	1	3	transit	None	None	0.19775	5.315946	+40 33 27	None	
Kepler-305	0	1	3	transit	None	None	0.26246	5.487108	+40 20 35	None	
Kepler-305	0	1	3	transit	None	None	0.25608	8.290858	+40 20 35	None	
Kepler-305	0	1	3	transit	None	None	0.24696	16.738661	+40 20 35	None	
Kepler-306	0	1	4	transit	None	None	0.21416	7.240193	+40 36 58	None	
Kepler-306	0	1	4	transit	None	None	0.13852	4.646186	+40 36 58	None	
Kepler-306	0	1	4	transit	None	None	0.22509	17.326644	+40 36 58	None	
Kepler-306	0	1	4	transit	None	None	0.20687	44.840975	+40 36 58	None	
Kepler-307	0	1	3	transit	None	None	0.29162	10.416	+40 25 03	None	
Kepler-307	0	1	3	transit	None	None	0.25516	13.084	+40 25 03	None	
Kepler-307	0	1	3	transit	640.0	None	0.14854	23.340320000000	+40 25 03	None	
Kepler-308	0	1	2	transit	None	None	0.19320	9.694928	+40 26 22	None	
Kepler-308	0	1	2	transit	None	None	0.19684	15.382310	+40 26 22	None	
Kepler-309	1	1	2	transit	None	None	0.14216	5.923653	+46 57 40	None	
Kepler-309	1	1	2	transit	None	None	0.22874	105.356383	+46 57 40	None	
Kepler-310	0	1	3	transit	None	None	0.30802	56.475420	+46 59 12	None	
Kepler-310	0	1	3	transit	None	None	0.22509	92.876125	+46 59 12	None	
Kepler-310	0	1	3	transit	None	None	0.10845	13.930698	+46 59 12	None	
Kepler-311	0	1	2	transit	None	None	0.15492	9.176092	+47 05 07	None	
Kepler-311	0	1	2	transit	None	None	0.13032	19.738286	+47 05 07	None	
Kepler-312	0	1	2	transit	None	None	0.28706	19.747412	+42 27 35	None	
Kepler-312	0	1	2	transit	None	None	0.11756	1.772419	+42 27 35	None	
Kepler-313	0	1	2	transit	None	None	0.23056	14.970418	+48 46 31	None	
Kepler-313	0	1	2	transit	None	None	0.23420	32.273273	+48 46 31	None	
Kepler-314	0	1	2	transit	None	None	0.26428	5.960392	+42 04 32	None	
Kepler-314	0	1	2	transit	None	None	0.07564	2.461069	+42 04 32	None	
Kepler-315	1	1	2	transit	None	None	0.34356	96.101141	+43 21 48	None	
Kepler-315	1	1	2	transit	None	None	0.37819	265.469335	+43 21 48	None	
Kepler-316	0	1	2	transit	None	None	0.10571	6.827766	+44 11 02	None	
Kepler-316	0	1	2	transit	None	None	0.09660	2.240508	+44 11 02	None	
Kepler-317	0	1	2	transit	None	None	0.19046	5.524242	+39 01 55	None	
Kepler-317	0	1	2	transit	None	None	0.15674	8.775010	+39 01 55	None	
Kepler-318	0	1	2	transit	None	None	0.42922	4.662715	+46 47 37	None	
Kepler-318	0	1	2	transit	None	None	0.33536	11.815007	+46 47 37	None	
Kepler-319	0	1	3	transit	None	None	0.23967	6.941357	+39 46 14	None	
Kepler-319	0	1	3	transit	None	None	0.20869	31.781925	+39 46 14	None	
Kepler-319	0	1	3	transit	None	None	0.14854	4.362705	+39 46 14	None	
Kepler-31	0	1	3	transit	None	None	0.57868	20.860674	+45 51 11	None	
Kepler-31	0	1	3	transit	None	None	0.51489	42.632728	+45 51 11	None	
Kepler-31	0	1	3	transit	None	None	0.41555	87.648901	+45 51 11	None	
Kepler-320	0	1	2	transit	None	None	0.12485	17.934937	+46 10 30	None	
Kepler-320	0	1	2	transit	None	None	0.10389	8.371554	+46 10 30	None	
Kepler-321	0	1	2	transit	None	None	0.21142	13.093921	+44 08 45	None	
Kepler-321	0	1	2	transit	None	None	0.16130	4.915379	+44 08 45	None	
Kepler-322	0	1	2	transit	None	None	0.15219	4.337234	+44 17 42	None	
Kepler-322	0	1	2	transit	None	None	0.09204	1.653888	+44 17 42	None	
Kepler-323	0	1	2	transit	None	None	0.14854	3.553822	+38 07 38	None	
Kepler-323	0	1	2	transit	None	None	0.13032	1.678327	+38 07 38	None	
Kepler-324	0	1	2	transit	None	None	0.28706	51.805612	+49 38 56	None	
Kepler-324	0	1	2	transit	None	None	0.10389	4.385315	+49 38 56	None	
Kepler-325	0	1	3	transit	None	None	0.26519	4.544439	+49 49 32	None	
Kepler-325	0	1	3	transit	None	None	0.23147	12.762172	+49 49 32	None	
Kepler-325	0	1	3	transit	None	None	0.25425	38.715185	+49 49 32	None	
Kepler-326	0	1	3	transit	None	None	0.12758	4.580358	+46 00 08	None	
Kepler-326	0	1	3	transit	None	None	0.13852	2.248329	+46 00 08	None	
Kepler-326	0	1	3	transit	None	None	0.11027	6.766888	+46 00 08	None	
Kepler-327	0	1	3	transit	None	None	0.10115	2.549575	+44 05 15	None	
Kepler-327	0	1	3	transit	None	None	0.15766	13.969457	+44 05 15	None	
Kepler-327	0	1	3	transit	None	None	0.09386	5.212333	+44 05 15	None	
Kepler-329	0	1	2	transit	None	None	0.17588	18.684737	+45 13 38	None	
Kepler-329	0	1	2	transit	None	None	0.12758	7.416397	+45 13 38	None	
Kepler-32	0	1	5	transit	None	None	0.19137	5.901263	+46 34 27	None	
Kepler-32	0	1	5	transit	None	None	0.20231	8.752212	+46 34 27	None	
Kepler-32	0	1	5	transit	None	None	0.21780	22.780815	+46 34 27	None	
Kepler-32	0	1	5	transit	None	None	0.10024	2.896027	+46 34 27	None	
Kepler-32	0	1	5	transit	None	None	0.07290	0.742950	+46 34 27	None	
Kepler-330	0	1	2	transit	None	None	0.17770	15.955387	+44 48 06	None	
Kepler-330	0	1	2	transit	None	None	0.12303	8.259780	+44 48 06	None	
Kepler-331	0	1	3	transit	None	None	0.16586	8.457496	+39 18 26	None	
Kepler-331	0	1	3	transit	None	None	0.16768	17.281110	+39 18 26	None	
Kepler-331	0	1	3	transit	None	None	0.14945	32.134328	+39 18 26	None	
Kepler-332	0	1	3	transit	None	None	0.10662	7.626324	+47 24 49	None	
Kepler-332	0	1	3	transit	None	None	0.09933	15.995622	+47 24 49	None	
Kepler-332	0	1	3	transit	None	None	0.10753	34.211540	+47 24 49	None	
Kepler-333	0	1	2	transit	None	None	0.12029	12.551158	+40 54 48	None	
Kepler-333	0	1	2	transit	None	None	0.10115	24.088210	+40 54 48	None	
Kepler-334	0	1	3	transit	None	None	0.13032	12.758005	+47 06 54	None	
Kepler-334	0	1	3	transit	None	None	0.10207	5.470319	+47 06 54	None	
Kepler-334	0	1	3	transit	None	None	0.12849	25.098490	+47 06 54	None	
Kepler-335	0	1	2	transit	None	None	0.30893	6.562331	+45 25 43	None	
Kepler-335	0	1	2	transit	None	None	0.27977	67.844469	+45 25 43	None	
Kepler-336	0	1	3	transit	None	None	0.21598	20.678772	+41 19 52	None	
Kepler-336	0	1	3	transit	None	None	0.19137	9.600001	+41 19 52	None	
Kepler-336	0	1	3	transit	None	None	0.09295	2.024823	+41 19 52	None	
Kepler-337	0	1	2	transit	None	None	0.18682	9.693201	+47 09 50	None	
Kepler-337	0	1	2	transit	None	None	0.14034	3.292781	+47 09 50	None	
Kepler-338	0	1	4	transit	None	None	0.22236	13.726976	+40 47 03	None	
Kepler-338	0	1	4	transit	None	None	0.21324	24.310856	+40 47 03	None	
Kepler-338	0	1	4	transit	None	None	0.27339	44.431014	+40 47 03	None	
Kepler-338	0	1	4	transit	None	None	0.139	9.341	+40 47 03	None	
Kepler-339	0	1	3	transit	None	None	0.12941	4.977656	+48 26 40	None	
Kepler-339	0	1	3	transit	None	None	0.10662	10.558345	+48 26 40	None	
Kepler-339	0	1	3	transit	None	None	0.10480	6.988055	+48 26 40	None	
Kepler-33	0	1	5	transit	1349.8	None	0.158566	5.66793	+46 00 18	None	
Kepler-33	0	1	5	transit	1018.5	None	0.2916	13.17562	+46 00 18	None	
Kepler-33	0	1	5	transit	861.5	None	0.487547	21.77596	+46 00 18	None	
Kepler-33	0	1	5	transit	759.5	None	0.366343	31.78440	+46 00 18	None	
Kepler-33	0	1	5	transit	697.5	None	0.406441	41.02902	+46 00 18	None	
Kepler-340	0	1	2	transit	None	None	0.30711	22.824669	+40 18 02	None	
Kepler-340	0	1	2	transit	None	None	0.23056	14.844387	+40 18 02	None	
Kepler-341	0	1	4	transit	None	None	0.15492	8.010410	+43 28 21	None	
Kepler-341	0	1	4	transit	None	None	0.16859	27.666313	+43 28 21	None	
Kepler-341	0	1	4	transit	None	None	0.10753	5.195528	+43 28 21	None	
Kepler-341	0	1	4	transit	None	None	0.18135	42.473269	+43 28 21	None	
Kepler-342	0	1	3	transit	None	None	0.20504	15.170318	+46 43 36	None	
Kepler-342	0	1	3	transit	None	None	0.22691	39.459357	+46 43 36	None	
Kepler-342	0	1	3	transit	None	None	0.17862	26.234138	+46 43 36	None	
Kepler-343	0	1	2	transit	None	None	0.21962	8.968550	+42 25 58	None	
Kepler-343	0	1	2	transit	None	None	0.18408	23.221820	+42 25 58	None	
Kepler-344	0	1	2	transit	None	None	0.23785	21.963945	+46 19 27	None	
Kepler-344	0	1	2	transit	None	None	0.26883	125.596809	+46 19 27	None	
Kepler-345	0	1	2	transit	None	None	0.10936	9.387427	+45 58 15	None	
Kepler-345	0	1	2	transit	None	None	0.06744	7.415563	+45 58 15	None	
Kepler-346	0	1	2	transit	None	None	0.24241	6.511127	+46 07 03	None	
Kepler-346	0	1	2	transit	None	None	0.27977	23.851549	+46 07 03	None	
Kepler-347	0	1	2	transit	None	None	0.17953	12.798360	+49 18 20	None	
Kepler-347	0	1	2	transit	None	None	0.15948	27.320871	+49 18 20	None	
Kepler-348	0	1	2	transit	None	None	0.13852	7.056770	+40 32 54	None	
Kepler-348	0	1	2	transit	None	None	0.12120	17.265427	+40 32 54	None	
Kepler-349	0	1	2	transit	None	None	0.17315	5.929778	+44 36 56	None	
Kepler-349	0	1	2	transit	None	None	0.17862	12.247629	+44 36 56	None	
Kepler-34	0	2	1	transit	None	None	0.764	288.822	+44 38 30	0.182	
Kepler-350	0	1	3	transit	None	None	0.28524	17.848568	+39 42 21	None	
Kepler-350	0	1	3	transit	None	None	0.25243	26.135910	+39 42 21	None	
Kepler-350	0	1	3	transit	None	None	0.16859	11.189562	+39 42 21	None	
Kepler-351	0	1	2	transit	None	None	0.29071	57.248090	+42 39 28	None	
Kepler-351	0	1	2	transit	None	None	0.27886	37.054919	+42 39 28	None	
Kepler-352	0	1	2	transit	None	None	0.11300	16.332995	+46 03 07	None	
Kepler-352	0	1	2	transit	None	None	0.07837	10.055370	+46 03 07	None	
